Policy number,Branch ,Effective Date,Expiry Date,Total Sum Insured,NetPemium,Policy Duration,Year_eff,Active Policy,policy_counts,count_of_addresses,score,score_tsi,Policy _FIR,Policy _MUC,Policy _MUP,Policy _MUT,Policy _PAR,Currency_LBP,Currency_USD,Currency_USF,Currency_USL,Category_C,Category_I,Category_Other,EndCod_AC,EndCod_AE,EndCod_AV,EndCod_CI,EndCod_CM,EndCod_CP,EndCod_DA,EndCod_DM,EndCod_DV,EndCod_DY,EndCod_ES,EndCod_MC,EndCod_PP,EndCod_PR,EndCod_RI,EndCod_RN,EndCod_RV,EndCod_SP,Claim Status_Closed,Claim Status_N/A,Claim Status_Outstanding,target
01/FIR/073573,1,9/15/2020,9/15/2021,442000,234.36,365,2020,0,1,1,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/009848,1,5/31/2022,5/31/2023,510000,663.13,365,2022,0,1,1,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/005932,1,11/1/2023,11/1/2024,1269000,435.23,366,2023,1,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/003852,1,7/3/2020,7/3/2021,710000,242.09,365,2020,0,1,1,3,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/004819,1,4/11/2022,4/11/2023,380000,249.88,365,2022,0,1,1,3,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/074486,1,6/21/2023,6/21/2024,50000,68.71,366,2023,1,1,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/006865,1,4/24/2019,3/7/2020,0,0,318,2019,0,2,1,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/MUC/007119,1,6/13/2019,6/13/2020,820000,793.91,366,2019,0,1,2,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUT/001697,1,12/4/2023,12/4/2024,765000,378.74,366,2023,1,1,1,3,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/011851,1,11/17/2023,11/17/2024,310000,94.87,366,2023,1,1,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/009069,1,8/26/2021,8/26/2022,275000,344.77,365,2021,0,1,1,3,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/009535,1,2/24/2022,2/24/2023,52000,68.02,365,2022,0,1,1,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16/FIR/074519,16,7/25/2023,7/25/2024,205000,194.26,366,2023,1,1,1,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/003781,1,6/14/2020,6/14/2021,630000,0,365,2020,0,1,1,2,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
03/FIR/073541,3,8/19/2020,8/19/2021,800000,289.11,365,2020,0,1,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/009444,1,1/12/2022,1/12/2023,375000,249.88,365,2022,0,1,1,3,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/004921,1,6/12/2022,6/12/2023,587000,185.71,365,2022,0,1,1,3,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/072187,1,2/10/2018,2/10/2019,2312600,1981.13,365,2018,0,1,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/010137,1,8/24/2022,8/24/2023,70000,146.48,365,2022,0,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/009104,1,9/9/2021,9/9/2022,203000,79.06,365,2021,0,1,1,3,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/007210,1,8/22/2019,8/22/2020,40000,94.17,366,2019,0,1,1,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/074326,1,9/7/2022,9/7/2023,745000,1327.04,365,2022,0,3,1,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
01/MUC/010399,1,11/1/2022,11/1/2023,240000,380.66,365,2022,0,1,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/PAR/000199,1,3/25/2022,3/25/2023,75000,172.64,365,2022,0,1,1,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/072421,1,6/23/2018,6/23/2019,958500,896.93,365,2018,0,2,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/073757,1,1/23/2021,1/23/2022,9710000,18184.3,365,2021,0,2,1,3,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
01/MUC/007653,1,4/1/2020,4/1/2021,164000,82.55,365,2020,0,1,1,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/003250,1,2/16/2019,2/16/2020,438900,181.59,365,2019,0,1,1,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/074420,1,2/6/2023,2/6/2024,180000,51.37,365,2023,0,2,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
03/FIR/073184,3,12/29/2019,12/29/2020,2000000,873.68,366,2019,0,1,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
01/FIR/074474,1,4/21/2023,4/21/2024,175000,51.37,366,2023,1,1,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/074125,1,1/2/2022,1/2/2023,350000,222.04,365,2022,0,1,1,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/007627,1,3/12/2020,3/12/2021,319000,313.23,365,2020,0,1,1,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/005165,1,11/6/2022,11/6/2023,446000,164.79,365,2022,0,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/004817,1,4/12/2022,4/12/2023,703000,224.95,365,2022,0,1,1,3,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10/MUC/009991,10,7/2/2022,7/2/2023,-1500000,-2375.08,365,2022,0,5,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/MUP/003187,1,11/14/2018,11/14/2019,7150000,2630.53,365,2018,0,1,1,3,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/006891,1,3/19/2019,3/19/2020,215000,175.54,366,2019,0,1,1,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/010291,1,10/6/2022,10/6/2023,110000,41.86,365,2022,0,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/004582,1,10/26/2021,10/26/2022,372000,152.29,365,2021,0,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUT/001126,1,1/4/2018,11/1/2018,0,0,301,2018,0,1,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
01/MUP/003842,1,6/18/2020,6/18/2021,4050000,1336.72,365,2020,0,1,1,3,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/074229,1,4/1/2022,4/1/2023,1200000,4326.16,365,2022,0,1,1,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/074535,1,8/8/2023,8/8/2024,1300000,987.72,366,2023,1,1,1,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/010277,1,9/29/2022,9/29/2023,232500,75.34,365,2022,0,2,1,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
01/FIR/073465,1,5/1/2021,5/31/2021,-100,0,30,2021,0,17,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34/MUC/010821,34,3/10/2023,3/10/2024,175500,94.17,366,2023,0,1,1,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/006358,1,5/29/2018,5/29/2019,175000,123.05,365,2018,0,1,1,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/006255,1,3/19/2018,3/19/2019,2405000,3175.02,365,2018,0,3,1,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
01/MUC/008259,1,12/1/2020,12/1/2021,10000,68.02,365,2020,0,1,1,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUT/001275,1,4/1/2019,4/1/2020,169000,133.4,366,2019,0,1,1,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
07/MUC/011355,7,7/29/2023,7/29/2024,480000,160.26,366,2023,1,1,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/008715,1,4/29/2021,12/31/2021,435000,222.85,246,2021,0,1,1,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/004739,1,2/7/2022,2/7/2023,530750,195.54,365,2022,0,1,1,3,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/011319,1,7/27/2023,7/27/2024,168000,24.25,366,2023,1,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/004552,1,9/23/2021,9/23/2022,800000,273.71,365,2021,0,1,1,3,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/074344,1,10/11/2022,10/11/2023,150000,120.33,365,2022,0,1,1,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25/MUC/009861,25,5/27/2022,5/27/2023,390000,157.47,365,2022,0,1,1,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/074230,1,4/1/2022,4/1/2023,70000,41.86,365,2022,0,3,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/MUC/006486,1,7/15/2018,7/15/2019,55000,102.4,365,2018,0,1,1,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/005022,1,8/11/2022,8/11/2023,1295000,1192.86,365,2022,0,3,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
25/MUC/010471,25,11/28/2022,11/28/2023,-192000,-68.02,365,2022,0,2,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01/MUC/008632,1,1/1/2021,12/31/2021,1207000,331.84,364,2021,0,3,1,3,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/009051,1,8/17/2021,8/17/2022,122300,45,365,2021,0,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
03/MUP/005636,3,7/1/2023,7/1/2024,305000,102.71,366,2023,1,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
02/PAR/000328,2,9/9/2022,9/9/2023,2975000,2177.08,365,2022,0,2,2,3,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/PAR/000616,1,9/3/2023,9/2/2024,5037763,14785.94,365,2023,1,2,1,3,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25/FIR/074180,25,5/6/2022,3/22/2023,-305000,-133.4,320,2022,0,3,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
03/MUC/010412,3,10/31/2022,10/31/2023,0,-328.23,365,2022,0,2,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
01/PAR/000599,1,8/8/2023,8/8/2024,60000,157.64,366,2023,1,1,1,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25/MUC/010709,25,2/13/2023,2/13/2024,267700,80.05,365,2023,0,1,1,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/005078,1,9/21/2022,9/21/2023,3125000,1250.69,365,2022,0,1,1,3,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/074290,1,7/13/2022,7/13/2023,825000,448.09,365,2022,0,1,1,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/005188,1,11/14/2022,11/14/2023,7250000,3068.19,365,2022,0,1,1,3,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/006534,1,9/1/2018,9/1/2019,239000,238.76,365,2018,0,1,1,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/007374,1,11/27/2019,11/27/2020,552500,308.58,366,2019,0,1,1,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
01/MUC/009427,1,1/24/2022,1/24/2023,201500,239.77,365,2022,0,3,1,3,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/MUC/009022,1,7/20/2021,7/20/2022,704800,349.27,365,2021,0,1,1,3,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/003303,1,4/27/2019,4/27/2020,570000,273.71,366,2019,0,1,1,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/072227,1,2/26/2018,2/26/2019,144000,90.3,365,2018,0,1,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/003819,1,6/12/2020,6/12/2021,512000,177.87,365,2020,0,1,1,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28/MUC/009626,28,3/29/2022,3/29/2023,833000,1127.47,365,2022,0,1,1,3,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25/MUC/010317,25,10/7/2022,10/7/2023,164000,224.95,365,2022,0,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/009996,1,7/7/2022,7/7/2023,143000,68.02,365,2022,0,2,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/005263,1,12/12/2022,12/12/2023,350000,257.73,365,2022,0,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/008114,1,9/22/2020,9/22/2021,393000,209.25,365,2020,0,1,1,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/074391,1,1/5/2023,1/5/2024,180000,51.37,365,2023,0,2,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/072853,1,4/17/2019,4/17/2020,200000,173.22,366,2019,0,1,1,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUT/001520,1,11/11/2021,11/11/2022,2035000,1003.15,365,2021,0,1,1,3,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/FIR/074423,1,1/23/2023,1/23/2024,12670000,26122.15,365,2023,0,2,1,3,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
01/MUC/006855,1,3/11/2019,3/11/2020,389000,243.25,366,2019,0,1,1,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/007795,1,5/20/2020,5/20/2021,8030000,3057.15,365,2020,0,1,1,3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/008079,1,9/7/2020,9/7/2021,460000,286.5,365,2020,0,1,1,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/005741,1,9/1/2023,9/1/2024,666000,220.94,366,2023,1,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/007840,1,6/5/2020,6/5/2021,105000,117.42,365,2020,0,1,1,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/007035,1,5/27/2019,5/27/2020,70000,91.55,366,2019,0,1,1,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25/MUP/005081,25,10/7/2022,10/7/2023,0,-53.85,365,2022,0,2,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
03/FIR/074322,3,11/2/2022,8/19/2023,-860000,-349.27,290,2022,0,3,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/MUC/011009,1,4/29/2023,4/29/2024,1195000,2258.08,366,2023,1,1,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/007575,1,3/26/2020,3/26/2021,403000,227.21,365,2020,0,1,1,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUC/010483,1,12/7/2022,12/7/2023,25000,120.33,365,2022,0,1,1,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25/MUC/008677,25,4/7/2021,4/7/2022,856400,1284.4,365,2021,0,1,1,3,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
02/MUC/011067,2,5/17/2023,5/17/2024,101400,212.57,366,2023,1,2,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/004380,1,5/20/2021,5/20/2022,450000,180.48,365,2021,0,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/073621,1,10/30/2020,10/30/2021,20340000,7528.78,365,2020,0,1,1,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
01/MUP/005953,1,11/26/2023,11/26/2024,529000,170.72,366,2023,1,1,1,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
07/MUP/004988,7,7/9/2022,7/9/2023,180000,73.25,365,2022,0,1,1,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/007096,1,6/14/2019,6/14/2020,165000,82.55,366,2019,0,1,1,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/FIR/073694,1,12/11/2020,12/11/2021,180000,251.1,365,2020,0,1,1,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUC/009198,1,9/25/2021,9/25/2022,2210000,558.51,365,2021,0,1,1,3,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
01/MUC/011020,1,4/27/2023,4/27/2024,185000,68.02,366,2023,1,1,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
01/MUP/003081,1,10/11/2018,7/6/2019,0,0,268,2018,0,3,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/FIR/072296,1,3/15/2019,3/24/2019,-1157592,-935.65,9,2019,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
01/MUC/005870,1,4/12/2018,7/19/2018,0,71.56,98,2018,0,1,1,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
01/MUP/003418,1,7/6/2019,7/6/2020,425000,287.66,366,2019,0,1,1,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/PAR/000430,1,2/4/2023,2/4/2024,625000,270.81,365,2023,0,1,1,3,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01/MUP/005265,1,1/1/2023,1/1/2024,3772000,1357.64,365,2023,0,1,1,3,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
03/MUC/006647,3,11/16/2018,11/16/2019,306000,152.29,365,2018,0,1,1,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
